,Wingspan,Chordlen,H.S. Span,H.S. Chordlen,Min Power,Prod. Power,Power Ratio,Cm-Cp Hor Stab Dist,Min Sink,Eff. Mass,Lift Ratio,Wing Reynolds,Hor Stab Reynolds
0,2.125,0.190726816094707,0.5,0.125,9.673196491085175,56.83125,5.875126185266238,0.3558373587190131,5.8420000000000005,2.0392527265286517,14.233494348760523,78427.96224574353,51400.71795593722
0,2.125,0.190726816094707,0.5,0.25,10.443605811914985,67.65625,6.478246232044855,0.15704553712975167,6.017,2.1512992956567403,6.281821485190067,80777.31065262563,105880.90377982685
0,2.125,0.190726816094707,0.625,0.125,9.710182438973659,59.537499999999994,6.131450194080283,0.3544056331319645,5.851000000000001,2.0447284166833057,14.176225325278578,78548.7858780975,51479.90427254172
0,2.125,0.190726816094707,0.625,0.25,10.581631113899077,73.06875,6.905244495248325,0.156788296123701,6.048,2.171187224889197,6.271531844948039,81193.48094184474,106426.40951643557
0,2.125,0.190726816094707,0.75,0.125,9.747203111427924,62.24375,6.385806193678625,0.3531514139416202,5.859000000000001,2.050171795621824,14.126056557664807,78656.1846624121,51550.292109523485
0,2.125,0.190726816094707,0.75,0.25,10.71034027102601,78.48124999999999,7.327614997658873,0.15607529397984718,6.088,2.191594179896022,6.2430117591938865,81730.47486341778,107130.28788625325
0,2.125,0.190726816094707,0.875,0.125,9.784271726729926,64.94999999999999,6.638204846923993,0.35176068088183365,5.868,2.0556473023760553,14.070427235273346,78777.00829476603,51629.47842612797
0,2.125,0.190726816094707,0.875,0.25,10.850269180519701,83.89375,7.7319510331246635,0.1558678377651903,6.12,2.211507598183159,6.2347135106076115,82160.07000067622,107693.39058210741
0,2.125,0.190726816094707,1.0,0.125,9.821381612071821,67.65625,6.888669300543339,0.350390922638818,5.877000000000001,2.061122721042322,14.01563690555272,78897.83192711996,51708.664742732464
0,2.125,0.190726816094707,1.0,0.25,10.990485991596627,89.30624999999999,8.125778065527214,0.15567281521332565,6.15,2.2313541496293587,6.226912608533026,82562.81544185602,108221.2993594707
0,2.125,0.190726816094707,1.125,0.125,9.85853276036382,70.3625,7.137218256543414,0.34904165233349604,5.886,2.066598058168434,13.961666093339842,79018.65555947389,51787.85105933695
0,2.125,0.190726816094707,1.125,0.25,11.131517279548918,94.71875,8.509060141695103,0.1554825737024818,6.181,2.251238416550338,6.219302948099272,82978.98573107511,108766.8050960794
0,2.125,0.381453632189414,0.5,0.125,12.482203663285933,148.84375,11.924476960570356,0.24104509892982376,7.15,2.563233986340391,9.64180395719295,191975.32696236434,62909.12930245654
0,2.125,0.381453632189414,0.5,0.25,13.332042196518715,159.66875,11.976315979684864,0.14405391511077467,7.323,2.6821500871823787,5.762156604430986,196620.32438397122,128862.53255437461
0,2.125,0.381453632189414,0.625,0.125,12.52118094025523,151.54999999999998,12.103490934530878,0.24067138548634942,7.158,2.56874335825941,9.626855419453976,192190.12453099358,62979.51713943831
0,2.125,0.381453632189414,0.625,0.25,13.47635321976644,165.08124999999998,12.24969747437809,0.14401953435705767,7.353000000000001,2.702155125453371,5.760781374282306,197425.81526633078,129390.4413317379
0,2.125,0.381453632189414,0.75,0.125,12.560373965073342,154.25625,12.28118290338653,0.24029877527668583,7.167000000000001,2.574277671224514,9.611951011067433,192431.77179570147,63058.7034560428
0,2.125,0.381453632189414,0.75,0.25,13.62100976348611,170.49374999999998,12.516968489152925,0.14398801647277115,7.382000000000001,2.7221217993385505,5.759520658910846,198204.45645261172,129900.75314985572
0,2.125,0.381453632189414,0.875,0.125,12.599435863879615,156.96249999999998,12.457899043717036,0.23992725599803202,7.175000000000001,2.579788777472293,9.59709023992128,192646.5693643307,63129.091293024576
0,2.125,0.381453632189414,0.875,0.25,13.766285915572817,175.90625,12.77804711298418,0.14395712977251124,7.412000000000001,2.7421345464209037,5.758285190900449,199009.9473349713,130428.661927219
0,2.125,0.381453632189414,1.0,0.125,12.638674739619084,159.66875,12.633345923483448,0.23951058589881244,7.184,2.5853415718949107,9.580423435952497,192888.21662903854,63208.27760962906
0,2.125,0.381453632189414,1.0,0.25,13.912210381400774,181.31875,13.033065561055986,0.14392887969997467,7.442,2.7621504765693268,5.757155187998987,199815.43821733087,130956.57070458225
0,2.125,0.381453632189414,1.125,0.125,12.67782130393087,162.375,12.807800023940565,0.23914134543059423,7.192,2.5908544698553655,9.565653817223769,193103.01419766777,63278.66544661083
0,2.125,0.381453632189414,1.125,0.25,14.058616585944282,186.73125,13.282334635023245,0.14390215839585177,7.472,2.782170452102339,5.756086335834071,200620.9290996904,131484.47948194554
0,2.125,0.5721804482841211,0.5,0.125,18.171778851728178,194.85,10.72267066366314,0.1813057929046511,8.796999999999999,3.4317126195077132,7.252231716186044,354295.16460585716,77400.22524107834
0,2.125,0.5721804482841211,0.5,0.25,18.99061867537989,205.67499999999998,10.830347526626099,0.14362659322111868,8.943,3.5383053007964653,5.745063728844747,360175.2480470821,157369.60653199127
0,2.125,0.5721804482841211,0.625,0.125,18.215193765551216,197.55624999999998,10.845684791650179,0.18110743444043115,8.805,3.437397726042129,7.2442973776172455,354617.360958801,77470.61307806011
0,2.125,0.5721804482841211,0.625,0.25,19.146360023647954,211.08749999999998,11.024941541853526,0.14362747758936797,8.971,3.5584397959861094,5.745099103574718,361302.93528238544,157862.32139086365
0,2.125,0.5721804482841211,0.75,0.125,18.2586434331379,200.2625,10.968093042254191,0.18090990630604076,8.812999999999999,3.443083387549916,7.236396252241629,354939.55731174484,77541.00091504188
0,2.125,0.5721804482841211,0.75,0.25,19.303132460376002,216.5,11.215796215687515,0.14362826713183405,9.0,3.57862931211004,5.745130685273362,362470.89706180687,158372.63320898148
0,2.125,0.5721804482841211,0.875,0.125,18.302399335011344,202.96875,11.089734536156332,0.18068867808482478,8.822,3.4488322094764468,7.22754712339299,355302.0282088066,77620.18723164637
0,2.125,0.5721804482841211,0.875,0.25,19.459913460432887,221.9125,11.403570753344118,0.14362898510909256,9.028,3.598772417319918,5.745159404363702,363598.5842971102,158865.3480678539
0,2.125,0.5721804482841211,1.0,0.125,18.34591884207242,205.67499999999998,11.210940251644882,0.18049291016906915,8.83,3.4545190369209253,7.219716406762766,355624.2245617505,77690.57506862814
0,2.125,0.5721804482841211,1.0,0.25,19.6170972554315,227.325,11.588105877237226,0.1436296234950331,9.056,3.6189194835116765,5.745184939801324,364726.2715324136,159358.06292672624
0,2.125,0.5721804482841211,1.125,0.125,18.389472937422045,208.38125,11.331550975338189,0.1802979685327207,8.838,3.4602064067688483,7.2119187413088275,355946.4209146943,77760.96290560991
0,2.125,0.5721804482841211,1.125,0.25,19.774447654971755,232.73749999999998,11.769608135754142,0.14363019246173026,9.084,3.6390699045778976,5.74520769846921,365853.95876771706,159850.77778559865
0,2.125,0.762907264378828,0.5,0.125,27.108339571392946,286.86249999999995,10.582075646666384,0.15561813580129238,10.0,4.596056476639024,6.224725432051695,536993.9215730472,87984.79622721193
0,2.125,0.762907264378828,0.5,0.25,27.884218826368414,297.6875,10.675841480575922,0.14013229569091867,10.0,4.678132218817724,5.605291827636747,536993.9215730472,175969.59245442387
0,2.125,0.762907264378828,0.625,0.125,27.156954142059007,289.56874999999997,10.66278451129885,0.15561813580129238,10.0,4.601242121546017,6.224725432051695,536993.9215730472,87984.79622721193
0,2.125,0.762907264378828,0.625,0.25,28.06332244467463,303.09999999999997,10.80057432962707,0.14013229569091867,10.0,4.696874798445692,5.605291827636747,536993.9215730472,175969.59245442387
0,2.125,0.762907264378828,0.75,0.125,27.205623532713375,292.275,10.743183285196688,0.15561813580129238,10.0,4.6064277664530096,6.224725432051695,536993.9215730472,87984.79622721193
0,2.125,0.762907264378828,0.75,0.25,28.243142193394732,308.5125,10.923448173275574,0.14013229569091867,10.0,4.71561737807366,5.605291827636747,536993.9215730472,175969.59245442387
0,2.125,0.762907264378828,0.875,0.125,27.25434774335604,294.98125,10.823273144443876,0.15561813580129238,10.0,4.611613411360001,6.224725432051695,536993.9215730472,87984.79622721193
0,2.125,0.762907264378828,0.875,0.25,28.42367807252874,313.92499999999995,11.044489006628806,0.14013229569091867,10.0,4.73435995770163,5.605291827636747,536993.9215730472,175969.59245442387
0,2.125,0.762907264378828,1.0,0.125,27.303126773987,297.6875,10.903055260455414,0.15561813580129238,10.0,4.616799056266993,6.224725432051695,536993.9215730472,87984.79622721193
0,2.125,0.762907264378828,1.0,0.25,28.604930082076628,319.3375,11.163722445177083,0.14013229569091867,10.0,4.753102537329599,5.605291827636747,536993.9215730472,175969.59245442387
0,2.125,0.762907264378828,1.125,0.125,27.351960624606274,300.39374999999995,10.982530799995404,0.15561813580129238,10.0,4.621984701173986,6.224725432051695,536993.9215730472,87984.79622721193
0,2.125,0.762907264378828,1.125,0.25,28.78689822203841,324.75,11.28117373032503,0.14013229569091867,10.0,4.771845116957567,5.605291827636747,536993.9215730472,175969.59245442387
0,2.25,0.190726816094707,0.5,0.125,9.747559552141142,59.537499999999994,6.107939087884006,0.3531514139416202,5.859000000000001,2.0502217624596586,14.126056557664807,78656.1846624121,51550.292109523485
0,2.25,0.190726816094707,0.5,0.25,10.520272301742786,70.3625,6.688277449657245,0.1569035291513314,6.034000000000001,2.1623482680307937,6.276141166053256,81005.53306929418,106180.05208699938
0,2.25,0.190726816094707,0.625,0.125,9.784628571249124,62.24375,6.361380970852105,0.35176068088183365,5.868,2.0556972692138893,14.070427235273346,78777.00829476603,51629.47842612797
0,2.25,0.190726816094707,0.625,0.25,10.648602770748818,75.77499999999999,7.115957053835283,0.15616587006063032,6.075,2.182796228523975,6.246634802425212,81555.95183890653,106901.52741606251
0,2.25,0.190726816094707,0.75,0.125,9.821841163275144,64.94999999999999,6.612813109099606,0.350390922638818,5.878,2.061187144171621,14.01563690555272,78911.25677515927,51717.46322235518
0,2.25,0.190726816094707,0.75,0.25,10.788036044312276,81.1875,7.525697881108219,0.15595608820417456,6.106000000000001,2.2026743641402358,6.238243528166982,81972.12212812566,107447.03315267124
0,2.25,0.190726816094707,0.875,0.125,9.858890408745745,67.65625,6.862460905335013,0.34904165233349604,5.886,2.066648025006268,13.961666093339842,79018.65555947389,51787.85105933695
0,2.25,0.190726816094707,0.875,0.25,10.928242907744856,86.6,7.92442122041655,0.15575889284406352,6.1370000000000005,2.222552999633567,6.23035571376254,82388.29241734477,107992.53888927994
0,2.25,0.190726816094707,1.0,0.125,9.896083215338791,70.3625,7.110136249757793,0.34771239539399446,5.8950000000000005,2.0721232873685413,13.908495815759778,79139.47919182782,51867.03737594144
0,2.25,0.190726816094707,1.0,0.25,11.0690225331995,92.01249999999999,8.312612945183316,0.15556654463486988,6.168,2.2424356380866644,6.222661785394795,82804.46270656388,108538.04462588865
0,2.25,0.190726816094707,1.125,0.125,9.9334151562012,73.06875,7.355853837880205,0.3465472607790367,5.904000000000001,2.0775809890152144,13.861890431161466,79260.30282418177,51946.22369254594
0,2.25,0.190726816094707,1.125,0.25,11.20991883922788,97.425,8.690963904133891,0.1553720347113615,6.198,2.2622912370052517,6.214881388454459,83207.20814774366,109065.95340325193
0,2.25,0.381453632189414,0.5,0.125,12.773965579642606,156.96249999999998,12.2876877208864,0.2382228335965061,7.212000000000001,2.6043814976596966,9.528913343860243,193640.0081192408,63454.63503906526
0,2.25,0.381453632189414,0.5,0.25,13.629918452130461,167.7875,12.31023506041399,0.14398590363306518,7.384,2.7233545930531022,5.759436145322607,198258.155844769,129935.94706834659
0,2.25,0.381453632189414,0.625,0.125,12.813435131307548,159.66875,12.46104173968738,0.23785723620380939,7.221,2.60992191859202,9.514289448152375,193881.65538394867,63533.821355669745
0,2.25,0.381453632189414,0.625,0.25,13.775390806700967,173.2,12.573146013087902,0.14395612963707094,7.414000000000001,2.743366799890311,5.758245185482838,199063.6467271286,130463.85584570987
0,2.25,0.381453632189414,0.75,0.125,12.852769568712729,162.375,12.633463871885372,0.23749265595004082,7.229,2.615438729724394,9.499706238001632,194096.45295257788,63604.20919265151
0,2.25,0.381453632189414,0.75,0.25,13.921178223572086,178.61249999999998,12.830271772367924,0.1439269883385925,7.444000000000001,2.7633837992917294,5.7570795335437,199869.13760948819,130991.76462307315
0,2.25,0.381453632189414,0.875,0.125,12.8923251236901,165.08124999999998,12.80461425043163,0.23712908280684833,7.238,2.620981074141533,9.485163312273933,194338.10021728577,63683.395509256006
0,2.25,0.381453632189414,0.875,0.25,14.067303791230824,184.02499999999998,13.081753456886043,0.14390037064752054,7.473000000000001,2.7833620850586374,5.756014825900821,200647.77879576906,131502.076441191
0,2.25,0.381453632189414,1.0,0.125,12.931704404588691,167.7875,12.974894472569463,0.23672125470223293,7.246,2.6265166243643803,9.468850188089316,194552.897785915,63753.783346237775
0,2.25,0.381453632189414,1.0,0.25,14.214216766950374,189.4375,13.327325951610865,0.14387522954662238,7.503,2.8033862149067548,5.755009181864895,201453.26967812862,132029.98521855424
0,2.25,0.381453632189414,1.125,0.125,12.971165494348387,170.49374999999998,13.144057877781693,0.23635978963245466,7.2540000000000004,2.6320361501830525,9.454391585298186,194767.6953545442,63824.17118321954
0,2.25,0.381453632189414,1.125,0.25,14.36129319454766,194.85,13.56771965869869,0.1438515178231584,7.532000000000001,2.823372120674104,5.754060712926335,202231.91086440958,132540.29703667207
0,2.25,0.5721804482841211,0.5,0.125,18.885076786592425,205.67499999999998,10.890874436159041,0.17813821228547042,8.929,3.5246586582505537,7.125528491418816,359611.4044294304,78561.62455127755
0,2.25,0.5721804482841211,0.5,0.25,19.698412890937497,216.5,10.990733172193966,0.14362993002813504,9.071,3.629339622312251,5.745197201125401,365330.3896941833,159622.0173154079
0,2.25,0.5721804482841211,0.625,0.125,18.929052816044575,208.38125,11.008540787808075,0.17795337403496367,8.937,3.5303524137130586,7.118134961398546,359933.60078237415,78632.0123882593
0,2.25,0.5721804482841211,0.625,0.25,19.85620574277337,221.9125,11.175977066049724,0.1436304310867511,9.099,3.649492781161328,5.745217243470044,366458.0769294867,160114.7321742803
0,2.25,0.5721804482841211,0.75,0.125,18.973062715967558,211.08749999999998,11.12564181967051,0.17776934146291407,8.945,3.536046659259834,7.110773658516562,360255.797135318,78702.40022524109
0,2.25,0.5721804482841211,0.75,0.25,20.014398839972916,227.325,11.358072846334245,0.14363083322794276,9.126999999999999,3.6696499135295135,5.745233329117711,367585.76416479005,160607.44703315265
0,2.25,0.5721804482841211,0.875,0.125,19.017106433554225,213.79375,11.242180862109354,0.1775861128308397,8.953,3.541741391090844,7.103444513233588,360577.9934882618,78772.78806222284
0,2.25,0.5721804482841211,0.875,0.25,20.17299119025802,232.73749999999998,11.53708430271828,0.14363112922125051,9.155,3.6898110242180158,5.745245168850021,368713.4514000935,161100.16189202506
0,2.25,0.5721804482841211,1.0,0.125,19.06118391616001,216.5,11.358161221898289,0.17740368637451,8.961,3.5474366054232953,7.0961474549804,360900.1898412057,78843.17589920462
0,2.25,0.5721804482841211,1.0,0.25,20.331981818170245,238.14999999999998,11.713073626062883,0.14363131205020957,9.183,3.7099761179492154,5.745252482008382,369841.1386353969,161592.87675089744
0,2.25,0.5721804482841211,1.125,0.125,19.105295111305665,219.20624999999998,11.473586182413035,0.17722206030430507,8.969,3.5531322984919442,7.088882412172202,361222.38619414944,78913.56373618638
0,2.25,0.5721804482841211,1.125,0.25,20.491196698605272,243.56249999999997,11.88620184474526,0.1436313748037382,9.209999999999999,3.7300941841581983,5.745254992149527,370928.55132658227,162067.99465052437
0,2.25,0.762907264378828,0.5,0.125,28.521521873871656,303.09999999999997,10.627062656066313,0.15561813580129238,10.0,4.744486808723031,6.224725432051695,536993.9215730472,87984.79622721193
0,2.25,0.762907264378828,0.5,0.25,29.322236512136122,313.92499999999995,10.706038738554959,0.14013229569091867,10.0,4.82656255090173,5.605291827636747,536993.9215730472,175969.59245442387
0,2.25,0.762907264378828,0.625,0.125,28.571705574166607,305.80625,10.703114982274553,0.15561813580129238,10.0,4.749672453630024,6.224725432051695,536993.9215730472,87984.79622721193
0,2.25,0.762907264378828,0.625,0.25,29.507011466899726,319.3375,10.822427759525064,0.14013229569091867,10.0,4.845305130529699,5.605291827636747,536993.9215730472,175969.59245442387
0,2.25,0.762907264378828,0.75,0.125,28.62194409444986,308.5125,10.778879973419565,0.15561813580129238,10.0,4.7548580985370155,6.224725432051695,536993.9215730472,87984.79622721193
0,2.25,0.762907264378828,0.75,0.25,29.692502552077215,324.75,10.937104389582052,0.14013229569091867,10.0,4.864047710157667,5.605291827636747,536993.9215730472,175969.59245442387
0,2.25,0.762907264378828,0.875,0.125,28.672237434721417,311.21875,10.854358705300106,0.15561813580129238,10.0,4.760043743444008,6.224725432051695,536993.9215730472,87984.79622721193
0,2.25,0.762907264378828,0.875,0.25,29.87870976766861,330.16249999999997,11.050092275311862,0.14013229569091867,10.0,4.882790289785636,5.605291827636747,536993.9215730472,175969.59245442387
0,2.25,0.762907264378828,1.0,0.125,28.72258559498126,313.92499999999995,10.929552249462267,0.15561813580129238,10.0,4.765229388350999,6.224725432051695,536993.9215730472,87984.79622721193
0,2.25,0.762907264378828,1.0,0.25,30.065633113673886,335.575,11.161414719964107,0.14013229569091867,10.0,4.901532869413605,5.605291827636747,536993.9215730472,175969.59245442387
0,2.25,0.762907264378828,1.125,0.125,28.772988575229427,316.63124999999997,11.004461673216205,0.15561813580129238,10.0,4.770415033257992,6.224725432051695,536993.9215730472,87984.79622721193
0,2.25,0.762907264378828,1.125,0.25,30.25327259009306,340.98749999999995,11.271094688501964,0.14013229569091867,10.0,4.920275449041574,5.605291827636747,536993.9215730472,175969.59245442387
0,2.375,0.190726816094707,0.5,0.125,9.822198360735511,62.24375,6.337048765867016,0.350390922638818,5.878,2.0612371110094556,14.01563690555272,78911.25677515927,51717.46322235518
0,2.375,0.190726816094707,0.5,0.25,10.597150253569053,73.06875,6.895132016778842,0.15675565300293848,6.0520000000000005,2.173435169211138,6.270226120117538,81247.18033400204,106496.79735341734
0,2.375,0.190726816094707,0.625,0.125,9.85935097048441,64.94999999999999,6.587654724376737,0.34904165233349604,5.8870000000000005,2.066712524471956,13.96166609333984,79032.08040751322,51796.649538959675
0,2.375,0.190726816094707,0.625,0.25,10.726116410997713,78.48124999999999,7.316837426781189,0.15605280767391813,6.0920000000000005,2.193838515584709,6.242112306956725,81784.17425557508,107200.67572323504
0,2.375,0.190726816094707,0.75,0.125,9.896544843771448,67.65625,6.83635057164224,0.34771239539399446,5.896000000000001,2.0721878629121417,13.908495815759778,79152.90403986715,51875.83585556417
0,2.375,0.190726816094707,0.75,0.25,10.865868112992386,83.89375,7.720851120923115,0.1558459278671714,6.123,2.2137187742405238,6.233837114686856,82200.34454479419,107746.18145984375
0,2.375,0.190726816094707,0.875,0.125,9.933773609095471,70.3625,7.0831592070485,0.3465472607790367,5.904000000000001,2.077630955853049,13.861890431161466,79260.30282418177,51946.22369254594
0,2.375,0.190726816094707,0.875,0.25,11.006393118676113,89.30624999999999,8.114034183320362,0.15565144386355906,6.154000000000001,2.2335995874410357,6.226057754542362,82616.51483401332,108291.68719645248
0,2.375,0.190726816094707,1.0,0.125,9.971050005741992,73.06875,7.328089815808983,0.34525455413089867,5.913,2.083106171847338,13.810182165235945,79381.12645653568,52025.41000915042
0,2.375,0.190726816094707,1.0,0.25,11.147489759372947,94.71875,8.49686808820428,0.1554617245338403,6.1850000000000005,2.2534844114614554,6.218468981353611,83032.68512323243,108837.19293306117
0,2.375,0.190726816094707,1.125,0.125,10.008367650975114,75.77499999999999,7.571164713620132,0.34398055597005645,5.922000000000001,2.0885813335978813,13.759222238802257,79501.95008888964,52104.596325754916
0,2.375,0.190726816094707,1.125,0.25,11.288699820194326,100.13125,8.87004275026212,0.15526985677123006,6.215000000000001,2.2733420510151823,6.210794270849202,83435.4305644122,109365.10171042445
0,2.375,0.381453632189414,0.5,0.125,13.068263886831136,165.08124999999998,12.632225017001074,0.23546038426488347,7.275,2.6456048315491167,9.418415370595339,195331.5389721959,64008.93925529669
0,2.375,0.381453632189414,0.5,0.25,13.93031636231251,175.90625,12.627584717020639,0.14392604537927575,7.446000000000001,2.7646163809414057,5.757041815171029,199922.83700164547,131026.95854156403
0,2.375,0.381453632189414,0.625,0.125,13.10787058615154,167.7875,12.800515453461024,0.23510230215136954,7.283,2.6511275013479865,9.404092086054781,195546.3365408251,64079.32709227846
0,2.375,0.381453632189414,0.625,0.25,14.07647280688757,181.31875,12.880978955984013,0.14389947940774298,7.4750000000000005,2.784594963228705,5.755979176309719,200701.4781879264,131537.27035968186
0,2.375,0.381453632189414,0.75,0.125,13.14770260710913,170.49374999999998,12.967569703608282,0.23474516750322577,7.292000000000001,2.6566761599661417,9.38980670012903,195787.98380553303,64158.51340888295
0,2.375,0.381453632189414,0.75,0.25,14.223416889237097,186.73125,13.128438226492545,0.14387438837295635,7.505000000000001,2.8046194012161765,5.754975534918254,201506.96907028594,132065.17913704514
0,2.375,0.381453632189414,0.875,0.125,13.187393733512216,173.2,13.133755122504514,0.23438897229410816,7.300000000000001,2.66220067205598,9.375558891764326,196002.7813741622,64228.90124586472
0,2.375,0.381453632189414,0.875,0.25,14.37052399397972,192.14374999999998,13.37068502724711,0.1438507251144783,7.534000000000001,2.8246056039086143,5.754029004579132,202285.61025656687,132575.49095516297
0,2.375,0.381453632189414,1.0,0.125,13.227087801046633,175.90625,13.298940223718851,0.2339893659262985,7.308000000000001,2.6677433694811215,9.359574637051939,196217.57894279147,64299.289082846495
0,2.375,0.381453632189414,1.0,0.25,14.518102737105595,197.55624999999998,13.607580382737106,0.14382844396152306,7.563000000000001,2.844595554682451,5.753137758460922,203064.2514428478,133085.8027732808
0,2.375,0.381453632189414,1.125,0.125,13.267048268668466,178.61249999999998,13.46286652335563,0.23363514148308054,7.317,2.673295023933847,9.345405659323221,196459.2262074993,64378.47539945098
0,2.375,0.381453632189414,1.125,0.25,14.66647041442406,202.96875,13.838963585975394,0.14380750068190326,7.593000000000001,2.8646319134156695,5.75230002727613,203869.7423252074,133613.71155064408
0,2.375,0.5721804482841211,0.5,0.125,19.60719346924123,216.5,11.041865850899784,0.17523334766914123,9.06,3.6176520797219545,7.009333906765649,364887.36970888556,79714.22538185402
0,2.375,0.5721804482841211,0.5,0.25,20.414057287040347,227.325,11.135708928587896,0.14363135889280207,9.197,3.7203549742783055,5.745254355712082,370404.98225304857,161839.23418033362
0,2.375,0.5721804482841211,0.625,0.125,19.651760982223678,219.20624999999998,11.154534710568004,0.1750828264275116,9.068,3.623330682065231,7.003313057100463,365209.56606182933,79784.61321883579
0,2.375,0.5721804482841211,0.625,0.25,20.57364930109784,232.73749999999998,11.3124072736858,0.14363135927630474,9.225,3.7405260512588523,5.74525437105219,371532.669488352,162331.94903920603
0,2.375,0.5721804482841211,0.75,0.125,19.696317324474816,221.9125,11.2667000812507,0.17491152836643248,9.076,3.629032472120031,6.996461134657299,365531.7624147732,79855.00105581756
0,2.375,0.5721804482841211,0.75,0.25,20.73387979738575,238.14999999999998,11.486031670253405,0.14363123678967485,9.253,3.760701799106405,5.745249471586994,372660.35672365536,162824.6638980784
0,2.375,0.5721804482841211,0.875,0.125,19.740573320752045,224.61874999999998,11.378532241709118,0.17474100291332964,9.083,3.6346927846428727,6.989640116533185,365813.6842235991,79916.5904131766
